461895VERDE FLUOR    0027000000190000.00000.0 
461909AMARELO FLUOR  0024000000220000.00000.0 
461967MAGENTA        0000000000000000.00000.0 
461994ROSA FLUOR     0030000000250000.00000.0 
462002PRETO          1482003200880000.00000.0 
462021CINZA          0001000000000000.00000.0 
462109AMARELO FLUOR  0017000000210000.00000.0 
462194ROSA FLUOR     0018000000150000.00000.0 
462204BEGE           0014000100190000.00000.0 
463101BRANCO         0001000000000000.00000.0 
463102PRETO          0001000000000000.00000.0 
463104BEGE           0141000000000000.00000.0 
463121CINZA          0056000000000000.00000.0 
463126AZUL TURQUESA  0001000000000000.00000.0 
463134CINZA MEDIO    0108001500320000.00000.0 
463139VERDE MUSGO CLA0106000300110000.00000.0 
463140PRETO BRANCO   0000000000000000.00000.0 
463145CHUMBO         0545000700310000.00000.0 
463304BEGE           0182000200040000.00000.0 
463312ROSA           0144000000150000.00000.0 
463318VERMELHO       0009000300140000.00000.0 
463319AZUL           0089000300220000.00000.0 
463325AZUL MARINHO   0000000000000000.00000.0 
463326AZUL TURQUESA  0173000200060000.00000.0 
463339VERDE MUSGO CLA0080000000050000.00000.0 
463412ROSA           0771000200200000.00000.0 
463417LARANJA        0158000000010000.00000.0C
463471LILAS          0885000100150000.00000.0 
464001BRANCO         0405000000350000.00000.0A
464018VERMELHO       0082000000000000.00000.0C
464019AZUL           0003000000000000.00000.0 
464026AZUL TURQUESA  0049000000100000.00000.0 
464033VINHO          0000000000000000.00000.0 
464056AZUL PASTEL    0273000600330000.00000.0 
464168AZUL CLARO     0039000100230000.00000.0 
464702PRETO          0000000000000000.00000.0 
464719AZUL           0087000000160000.00000.0 
464745CHUMBO         0096000200230000.00000.0 
465002PRETO          0001000000000000.00000.0 
465012ROSA           0149000000210000.00000.0 
465019AZUL           0135000000280000.00000.0 
465021CINZA          0000000000000000.00000.0 
465604BEGE           0356000300250000.00000.0 
465618VERMELHO       0417000500560000.00000.0 
465619AZUL           0045000000000000.00000.0 
465625AZUL MARINHO   0138000000020000.00000.0 
465721CINZA          0038000000070000.00000.0 
465725AZUL MARINHO   0036000000070000.00000.0 
466202PRETO          0052000000140000.00000.0A
466219AZUL           0000000000000000.00000.0 
466225AZUL MARINHO   0018000000070000.00000.0 
466229AZUL PETROLEO  0047000000170000.00000.0A
466235TELHA          0017000100080000.00000.0 
466242VERDE PETROLEO 0034000000050000.00000.0A
466304BEGE           0036000000080000.00000.0 
466345CHUMBO         0033000000030000.00000.0 
466401BRANCO         0001000000000000.00000.0 
466416VERDE          0004000000000000.00000.0 
466418VERMELHO       1321000700820000.00000.0A
466419AZUL           1385002100280000.00000.0A
466802PRETO          0096000000260000.00000.0 
466816VERDE          0021000000040000.00000.0 
466819AZUL           0000000000000000.00000.0 
466825AZUL MARINHO   0047000000260000.00000.0 
466902PRETO          0000000000010000.00000.0 
466903PRATA          0000000000000000.00000.0 
466912ROSA           0004000000120000.00000.0 
466916VERDE          0001000000000000.00000.0 
466919AZUL           0039000000090000.00000.0B
466925AZUL MARINHO   0021000100080000.00000.0 
466929AZUL PETROLEO  0028000000000000.00000.0 
466935TELHA          0024000000050000.00000.0 
466942VERDE PETROLEO 0062000000240000.00000.0A
467316VERDE          0301000300340000.00000.0A
467319AZUL           0324000400310000.00000.0A
467502PRETO          0000000000010000.00000.0 
467519AZUL           0027000000010000.00000.0 
467521CINZA          0046000000070000.00000.0 
467523AZUL ROYAL     0018000000080000.00000.0C
467801BRANCO         0040000000000000.00000.0 
467821CINZA          1367000500220000.00000.0 
468019AZUL           0001000000000000.00000.0 
468022VERDE MUSGO    0141000100210000.00000.0 
468025AZUL MARINHO   0128000300330000.00000.0 
468220MARROM         0043000000020000.00000.0 
468521CINZA          0268000000170000.00000.0 
468701BRANCO         0000000000000000.00000.0 
468705AMARELO        0019000000000000.00000.0 
468802PRETO          0065000000100000.00000.0 
469016VERDE          0797000300190000.00000.0A
469019AZUL           1053000200120000.00000.0A
469021CINZA          0132000000010000.00000.0C
469036VERDE BANDEIRA 0000000000000000.00000.0 
469037AZUL JEANS     0000000000000000.00000.0 
469122VERDE MUSGO    0053000000480000.00000.0 
469145CHUMBO         0066000200350000.00000.0 
470204BEGE           0235000000270000.00000.0 
470216VERDE          0238000000180000.00000.0 
470602PRETO          0136000300260000.00000.0A
470618VERMELHO       0080000100290000.00000.0B
470619AZUL           0000000000000000.00000.0 
470704BEGE           0052000200220000.00000.0 
470719AZUL           0063000300360000.00000.0 
471102PRETO          0274000400630000.00000.0 
471201BRANCO         0107000500480000.00000.0 
471237AZUL JEANS     0000000000000000.00000.0 
471316VERDE          0026000000070000.00000.0 
471323AZUL ROYAL     0060000000060000.00000.0 
471702PRETO          0000000000000000.00000.0 
471716VERDE          0000000000000000.00000.0 
471718VERMELHO       0038000000130000.00000.0 
471723AZUL ROYAL     0001000000000000.00000.0 
471812ROSA           0018000100120000.00000.0 
471817LARANJA        0020000100090000.00000.0 
471916VERDE          0009000000210000.00000.0 
471922VERDE MUSGO    0031000000040000.00000.0 
471926AZUL TURQUESA  0028000000020000.00000.0 
471942VERDE PETROLEO 0005000000000000.00000.0 
471945CHUMBO         0086000000100000.00000.0 
472422VERDE MUSGO    0027000000030000.00000.0 
472433VINHO          0027000000010000.00000.0 
472502PRETO          0009000000140000.00000.0 
472516VERDE          0000000000010000.00000.0 
472529AZUL PETROLEO  0018000100080000.00000.0 
472554VERDE PASTEL   0015000000130000.00000.0 
472603PRATA          0000000000000000.00000.0 
472612ROSA           0000000000000000.00000.0 
472616VERDE          0000000000010000.00000.0 
472618VERMELHO       0031000000010000.00000.0 
472620MARROM         0101000000110000.00000.0 
472622VERDE MUSGO    0041000000070000.00000.0 
472623AZUL ROYAL     0019000000130000.00000.0 
472630FERRUGEM       0001000000000000.00000.0 
472632CRU            0000000000000000.00000.0 
472816VERDE          0035000000210000.00000.0C
472818VERMELHO       0050000000110000.00000.0A
472821CINZA          0150000100280000.00000.0A
472902PRETO          0035000000300000.00000.0 
472920MARROM         0035000000060000.00000.0 
472922VERDE MUSGO    0033000200250000.00000.0 
473001BRANCO         0228000100560000.00000.0 
473201BRANCO         0070000100500000.00000.0 
473216VERDE          0000000000000000.00000.0 
473302PRETO          0039000000460000.00000.0 
473325AZUL MARINHO   0049000000170000.00000.0 
473345CHUMBO         0026000000060000.00000.0 
473402PRETO          0014000000290000.00000.0 
473424PINK           0000000000000000.00000.0 
473425AZUL MARINHO   0040000000270000.00000.0 
473454VERDE PASTEL   0018000000150000.00000.0 
473693LARANJA FLUOR  0049000100390000.00000.0 
473695VERDE FLUOR    0055000100250000.00000.0 
473812ROSA           0020000000120000.00000.0 
473826AZUL TURQUESA  0022000000090000.00000.0 
474101BRANCO         0025000000040000.00000.0 
474102PRETO          0001000000000000.00000.0 
474119AZUL           0025000000020000.00000.0B
474121CINZA          0020000000060000.00000.0 
474129AZUL PETROLEO  0018000000010000.00000.0 
474145CHUMBO         0048000000110000.00000.0 
474201BRANCO         0010000000000000.00000.0C
474217LARANJA        0015000000030000.00000.0 
474219AZUL           0030000000200000.00000.0C
474245CHUMBO         0077000000080000.00000.0 
474401BRANCO         0114000000130000.00000.0 
474402PRETO          0000000000000000.00000.0 
474431AREIA          0000000000000000.00000.0 
474445CHUMBO         0000000000000000.00000.0 
474923AZUL ROYAL     0015000000060000.00000.0 
474937AZUL JEANS     0018000000030000.00000.0 
475351JEANS ESCURO   0079000200430000.00000.0 
475601BRANCO         0067000000180000.00000.0 
475704BEGE           0038000000230000.00000.0 
475716VERDE          0021000000410000.00000.0C
475736VERDE BANDEIRA 0000000000000000.00000.0 
476917LARANJA        0747000500620000.00000.0 
476919AZUL           0738000500040000.00000.0 
476921CINZA          0044000000000000.00000.0C
477104BEGE           0108000000100000.00000.0C
477116VERDE          0151000000250000.00000.0A
477119AZUL           0212000000160000.00000.0A
477902PRETO          0437000700480000.00000.0 
477938AZUL CINZA     0000000000000000.00000.0 
477945CHUMBO         0000000000010000.00000.0 
478001BRANCO         0090000100070000.00000.0 
478101BRANCO         0033000000070000.00000.0 
478102PRETO          0037000000010000.00000.0 
478119AZUL           0032000000070000.00000.0 
478202PRETO          0046000100080000.00000.0 
478296VERMELHO VIVO  0035000100170000.00000.0 
478712ROSA           0026000000180000.00000.0 
478716VERDE          0039000000120000.00000.0 
480250JEANS CLARO    0023000100380000.00000.0 
480363JEANS NORMAL   0050000300120000.00000.0 
480901BRANCO         0302000300310000.00000.0 
480902PRETO          0356000200240000.00000.0 
480921CINZA          0049000100250000.00000.0 
481102PRETO          0596000600440000.00000.0A
481118VERMELHO       0056000000020000.00000.0C
481119AZUL           0001000000000000.00000.0 
481121CINZA          0103000000060000.00000.0C
481134CINZA MEDIO    0000000000000000.00000.0 
482018VERMELHO       0041000000130000.00000.0 
482117LARANJA        0026000000060000.00000.0 
482216VERDE          0025000000060000.00000.0 
482223AZUL ROYAL     0032000000030000.00000.0 
482301BRANCO         0015000000010000.00000.0 
482302PRETO          0085000000010000.00000.0 
482319AZUL           0009000000010000.00000.0 
482396VERMELHO VIVO  0019000000030000.00000.0C
482418VERMELHO       0711000300230000.00000.0 
482496VERMELHO VIVO  0007000600320000.00000.0 
482516VERDE          0596000100040000.00000.0 
482536VERDE BANDEIRA 0138000400550000.00000.0 
482704BEGE           0000000000000000.00000.0 
482745CHUMBO         0301000200560000.00000.0 
482804BEGE           0036000100250000.00000.0A
482821CINZA          0028000000280000.00000.0A
483202PRETO          0013000000060000.00000.0 
483204BEGE           0075000000070000.00000.0 
483220MARROM         0007000000070000.00000.0 
483245CHUMBO         0055000100040000.00000.0C
483816VERDE          0038000100180000.00000.0 
483825AZUL MARINHO   0043000000150000.00000.0 
483912ROSA           0018000100220000.00000.0C
483922VERDE MUSGO    0022000200380000.00000.0 
483926AZUL TURQUESA  0004000100110000.00000.0 
483966MOSTARDA       0001000000040000.00000.0 
484002PRETO          0071000100320000.00000.0 
484018VERMELHO       0010000000200000.00000.0 
484025AZUL MARINHO   0061000000140000.00000.0 
484202PRETO          0055000500270000.00000.0 
484235TELHA          0028000000000000.00000.0 
485819AZUL           0022000100110000.00000.0 
485877GOIABA         0027000000150000.00000.0 
486102PRETO          0014000200070000.00000.0A
486118VERMELHO       0006000000160000.00000.0B
486501BRANCO         0420000400320000.00000.0A
486502PRETO          0271000100450000.00000.0A
486519AZUL           0000000000000000.00000.0 
486720MARROM         0202000000680000.00000.0 
486725AZUL MARINHO   0000000000000000.00000.0 
486745CHUMBO         0001000000000000.00000.0 
486805AMARELO        0165000100750000.00000.0 
486867MAGENTA        0000000000000000.00000.0 
487802PRETO          0011000000320000.00000.0 
487826AZUL TURQUESA  0008000000360000.00000.0 
488002PRETO          0020000000220000.00000.0 
488029AZUL PETROLEO  0024000000260000.00000.0 
488216VERDE          0027000100470000.00000.0 
488217LARANJA        0037000000320000.00000.0 
488218VERMELHO       0001000000000000.00000.0 
489601BRANCO         0000000000000000.00000.0 
489602PRETO          0875002600980000.00000.0 
489701BRANCO         0001000000000000.00000.0 
489718VERMELHO       0497000500610000.00000.0 
489761VERMELHO CLARO 0009000000020000.00000.0 
489801BRANCO         0706000700830000.00000.0 
489802PRETO          0001000000000000.00000.0 
490125AZUL MARINHO   0460000000390000.00000.0 
490219AZUL           0001000000000000.00000.0 
490245CHUMBO         0257000100820000.00000.0 
490317LARANJA        0107000100160000.00000.0 
490619AZUL           0121000100070000.00000.0 
490640PRETO BRANCO   0000000000000000.00000.0 
490808ROSA PASTEL    0500000200900000.00000.0 
490905AMARELO        0126000000760000.00000.0 
491004BEGE           0387000600670000.00000.0 
491116VERDE          0615001100880000.00000.0 
491702PRETO          0015000200140000.00000.0 
491704BEGE           0017000300140000.00000.0 
491718VERMELHO       0005000100240000.00000.0C
492130FERRUGEM       0006000000160000.00000.0 
492131AREIA          0010000100140000.00000.0 
492141VERDE LIMAO    0006000000150000.00000.0 
493202PRETO          0025000000210000.00000.0 
493221CINZA          0017000000290000.00000.0 
493701BRANCO         0000000000000000.00000.0 
493702PRETO          0047000200100000.00000.0 
493721CINZA          0035000000270000.00000.0 
493816VERDE          0019000100250000.00000.0 
493820MARROM         0025000000260000.00000.0 
494002PRETO          0026000100300000.00000.0 
494619AZUL           0020000400320000.00000.0 
494662ROXO           0007000000440000.00000.0 
495201BRANCO         0053000300420000.00000.0 
495245CHUMBO         0005000000170000.00000.0C
495602PRETO          0022000000210000.00000.0 
495619AZUL           0001000000040000.00000.0 
495645CHUMBO         0017000100070000.00000.0 
495901BRANCO         0072000100520000.00000.0 
496001BRANCO         0055000000360000.00000.0 
496302PRETO          0014000000090000.00000.0C
496317LARANJA        0029000000140000.00000.0 
496318VERMELHO       0034000100330000.00000.0 
496356AZUL PASTEL    0019000500360000.00000.0 
496402PRETO          0011000000190000.00000.0 
496419AZUL           0010000000170000.00000.0 
496477GOIABA         0003000000270000.00000.0 
496516VERDE          0277001400500000.00000.0 
496517LARANJA        0258001500790000.00000.0 
496604BEGE           0025000400210000.00000.0 
496616VERDE          0031000400180000.00000.0 
496618VERMELHO       0002000100160000.00000.0 
496802PRETO          0031000000030000.00000.0 
496816VERDE          0012000000050000.00000.0 
496818VERMELHO       0015000100140000.00000.0 
496903PRATA          0050000100060000.00000.0 
496972DOURADO        0047000200040000.00000.0 
497002PRETO          0063000200090000.00000.0 
497018VERMELHO       0061000100090000.00000.0 
497045CHUMBO         0033000200430000.00000.0 
497102PRETO          0040000100140000.00000.0 
497118VERMELHO       0022000200050000.00000.0 
497196VERMELHO VIVO  0001000000080000.00000.0 
497803PRATA          0017000200140000.00000.0 
497808ROSA PASTEL    0006000000230000.00000.0 
498002PRETO          0125000500360000.00000.0A
498018VERMELHO       0047000200240000.00000.0A
498021CINZA          0020000100150000.00000.0C
498026AZUL TURQUESA  0033000000150000.00000.0C
499016VERDE          0048000000040000.00000.0 
499017LARANJA        0000000000000000.00000.0 
499018VERMELHO       0234001200370000.00000.0A
499019AZUL           0257001900700000.00000.0A
499102PRETO          0030000100200000.00000.0 
499104BEGE           0026000000200000.00000.0 
499302PRETO          0026000100070000.00000.0A
499377GOIABA         0011000000210000.00000.0B
499917LARANJA        0002000000090000.00000.0 
499945CHUMBO         0003000000090000.00000.0 
500401BRANCO         0122000300240000.00000.0B
500402PRETO          0263000300340000.00000.0A
500418VERMELHO       0000000000000000.00000.0 
500421CINZA          0000000000000000.00000.0 
500432CRU            0000000000000000.00000.0 
500462ROXO           0000000000000000.00000.0 
501101BRANCO         0140000000260000.00000.0A
501102PRETO          0121000000360000.00000.0A
501118VERMELHO       0000000000000000.00000.0 
501119AZUL           0000000000000000.00000.0 
501121CINZA          0000000000000000.00000.0 
501123AZUL ROYAL     0002000000000000.00000.0C
501136VERDE BANDEIRA 0001000000000000.00000.0C
502201BRANCO         0112000100060000.00000.0A
502202PRETO          0091000100260000.00000.0A
502205AMARELO        0000000000000000.00000.0 
502216VERDE          0000000000000000.00000.0 
502218VERMELHO       0000000000000000.00000.0 
502221CINZA          0000000000000000.00000.0C
502226AZUL TURQUESA  0001000000000000.00000.0C
503102PRETO          0120000000000000.00000.0A
503117LARANJA        0000000000000000.00000.0 
503121CINZA          0000000000000000.00000.0 
503145CHUMBO         0054000000020000.00000.0B
503201BRANCO         0000000000000000.00000.0 
503217LARANJA        0019000100020000.00000.0A
503218VERMELHO       0026000000030000.00000.0 
503219AZUL           0030000100020000.00000.0B
503226AZUL TURQUESA  0002000000020000.00000.0 
504902PRETO          0349000000260000.00000.0 
505301BRANCO         0636000000150000.00000.0A
505316VERDE          0000000000000000.00000.0C
505318VERMELHO       0000000000000000.00000.0 
505321CINZA          0000000000000000.00000.0C
505333VINHO          0001000000000000.00000.0C
507402PRETO          0810001000680000.00000.0 
507701BRANCO         0001000000000000.00000.0 
507702PRETO          0378000400410000.00000.0A
507705AMARELO        0000000000000000.00000.0 
507716VERDE          0000000000000000.00000.0 
507718VERMELHO       0011000000010000.00000.0A
507721CINZA          0020000000030000.00000.0 
507726AZUL TURQUESA  0002000000000000.00000.0 
507736VERDE BANDEIRA 0000000000000000.00000.0 
507745CHUMBO         0158000200210000.00000.0B
507771LILAS          0000000000000000.00000.0 
507809AMARELO FLUOR  0000000000000000.00000.0 
507818VERMELHO       0000000000000000.00000.0 
507868AZUL CLARO     0052000100470000.00000.0 
507916VERDE          0000000000000000.00000.0 
507925AZUL MARINHO   0000000000010000.00000.0 
507926AZUL TURQUESA  0093000000720000.00000.0 
508003PRATA          0000000000000000.00000.0 
508095VERDE FLUOR    0060000000490000.00000.0 
508212ROSA           0000000000000000.00000.0 
508223AZUL ROYAL     0025000200450000.00000.0A
508280ROSA FORTE     0028000000100000.00000.0C
508801BRANCO         0284000000490000.00000.0 
508802PRETO          0001000000000000.00000.0 
508901BRANCO         0000000000000000.00000.0 
508902PRETO          0496000300640000.00000.0 
508925AZUL MARINHO   0000000000000000.00000.0 
508934CINZA MEDIO    0000000000000000.00000.0 
509101BRANCO         0413000100600000.00000.0 
509103PRATA          0000000000000000.00000.0 
509201BRANCO         0000000000000000.00000.0 
509202PRETO          0702000300520000.00000.0 
509401BRANCO         0495000000760000.00000.0 
509402PRETO          0002000000010000.00000.0 
509419AZUL           0000000000000000.00000.0 
509502PRETO          0532000200570000.00000.0 
509601BRANCO         0385000100490000.00000.0 
509602PRETO          0000000000000000.00000.0 
509616VERDE          0000000000000000.00000.0 
509623AZUL ROYAL     0000000000000000.00000.0 
509702PRETO          0471000300710000.00000.0 
509719AZUL           0000000000000000.00000.0 
509723AZUL ROYAL     0000000000000000.00000.0 
510801BRANCO         0004000000000000.00000.0C
510802PRETO          0959000600610000.00000.0A
510821CINZA          0001000000000000.00000.0C
513301BRANCO         0000000000000000.00000.0 
513302PRETO          0418000800650000.00000.0 
513401BRANCO         0724000300710000.00000.0 
513402PRETO          0003000000000000.00000.0 
513712ROSA           0039000000050000.00000.0 
513718VERMELHO       0102000100210000.00000.0A
513719AZUL           0000000000000000.00000.0 
513726AZUL TURQUESA  0126000100500000.00000.0A
513733VINHO          0003000000000000.00000.0 
519901BRANCO         0001000000000000.00000.0 
519902PRETO          1704000700770000.00000.0A
519905AMARELO        0000000000000000.00000.0 
519918VERMELHO       0002000000000000.00000.0C
519921CINZA          0000000000000000.00000.0 
519926AZUL TURQUESA  0001000000000000.00000.0C
519936VERDE BANDEIRA 0001000000000000.00000.0 
521294ROSA FLUOR     0019000000140000.00000.0 
521309AMARELO FLUOR  0078000000670000.00000.0 
521315AMARELO NEON   0000000000000000.00000.0 
521409AMARELO FLUOR  0043000000350000.00000.0 
521441VERDE LIMAO    0000000000000000.00000.0 
521494ROSA FLUOR     0057000000150000.00000.0 
525402PRETO          0001000100100000.00000.0 
525445CHUMBO         0000000000110000.00000.0 
525717LARANJA        0078000600330000.00000.0 
525771LILAS          0070000300390000.00000.0 
526001BRANCO         0001000000020000.00000.0 
526002PRETO          0041000300200000.00000.0 
526018VERMELHO       0052000100190000.00000.0 
526025AZUL MARINHO   0002000000110000.00000.0 
526031AREIA          0015000100530000.00000.0 
526202PRETO          0051000400190000.00000.0 
526222VERDE MUSGO    0047000100560000.00000.0 
526225AZUL MARINHO   0000000000040000.00000.0 
526231AREIA          0029000200350000.00000.0 
526302PRETO          0040000100200000.00000.0 
526322VERDE MUSGO    0044000500350000.00000.0 
526331AREIA          0052000300490000.00000.0 
526401BRANCO         0002000100010000.00000.0 
526402PRETO          0074000300270000.00000.0 
526422VERDE MUSGO    0034000200290000.00000.0 
526425AZUL MARINHO   0001000100010000.00000.0 
526431AREIA          0036000300610000.00000.0 
526516VERDE          0131001000460000.00000.0 
526567MAGENTA        0109000600500000.00000.0 
526612ROSA           0000000000050000.00000.0 
526616VERDE          0083000100540000.00000.0 
526617LARANJA        0047000000880000.00000.0C
526717LARANJA        0037000000570000.00000.0 
526767MAGENTA        0043000300470000.00000.0 
526901BRANCO         0000000000020000.00000.0 
526902PRETO          0053000300210000.00000.0 
526922VERDE MUSGO    0050000700300000.00000.0 
526925AZUL MARINHO   0000000000050000.00000.0 
526931AREIA          0034000400580000.00000.0 
527002PRETO          0081000000220000.00000.0 
527018VERMELHO       0055001100500000.00000.0 
527022VERDE MUSGO    0000000000030000.00000.0 
527025AZUL MARINHO   0004000300070000.00000.0 
527068AZUL CLARO     0070000300460000.00000.0 
527102PRETO          0066000500230000.00000.0 
527118VERMELHO       0000000000060000.00000.0 
527122VERDE MUSGO    0050000700350000.00000.0 
527131AREIA          0019000600470000.00000.0 
527217LARANJA        0019000300640000.00000.0 
527218VERMELHO       0016000300650000.00000.0 
527319AZUL           0009000300700000.00000.0 
527367MAGENTA        0011000400590000.00000.0 
527416VERDE          0019000200780000.00000.0 
527419AZUL           0023000500730000.00000.0 
527517LARANJA        0008000500590000.00000.0 
527567MAGENTA        0009000700230000.00000.0 
527616VERDE          0093000700370000.00000.0A
527621CINZA          0001000100130000.00000.0 
527673SALMAO         0083000700370000.00000.0A
527821CINZA          0008000800410000.00000.0 
527873SALMAO         0001000100400000.00000.0 
527905AMARELO        0049000100430000.00000.0C
527916VERDE          0003000300060000.00000.0 
527919AZUL           0078000300250000.00000.0 
528019AZUL           0107002300450000.00000.0 
528073SALMAO         0082000700700000.00000.0 
528104BEGE           0050000100070000.00000.0C
528116VERDE          0012000900330000.00000.0 
528171LILAS          0065001000250000.00000.0 
528217LARANJA        0000000000280000.00000.0 
528219AZUL           0001000100330000.00000.0 
528316VERDE          0013000400600000.00000.0 
528319AZUL           0028001100550000.00000.0 
528416VERDE          0006000600390000.00000.0 
528473SALMAO         0005000500380000.00000.0C
528516VERDE          0024000300260000.00000.0 
528571LILAS          0028000100290000.00000.0 
528612ROSA           0011000000440000.00000.0 
528673SALMAO         0013000400320000.00000.0 
528716VERDE          0045000200330000.00000.0 
528773SALMAO         0049000200280000.00000.0 
528918VERMELHO       0043001500680000.00000.0 
528919AZUL           0037001200830000.00000.0 
529108ROSA PASTEL    0019000100410000.00000.0 
529156AZUL PASTEL    0024000300350000.00000.0 
529218VERMELHO       0003000100730000.00000.0 
529219AZUL           0002000200620000.00000.0 
529318VERMELHO       0048000100900000.00000.0C
529319AZUL           0092000600380000.00000.0 
529346VERDE TURQUESA 0002000200110000.00000.0 
529416VERDE          0021000600760000.00000.0 
529417LARANJA        0021000700610000.00000.0 
529516VERDE          0006000300690000.00000.0 
529546VERDE TURQUESA 0008000400700000.00000.0 
529601BRANCO         0002000100020000.00000.0 
529602PRETO          0057000600140000.00000.0 
529618VERMELHO       0054000700500000.00000.0 
529625AZUL MARINHO   0003000200020000.00000.0 
529668AZUL CLARO     0064000100460000.00000.0 
529702PRETO          0050000000090000.00000.0 
529718VERMELHO       0044000400420000.00000.0 
529719AZUL           0000000000000000.00000.0 
529725AZUL MARINHO   0000000000060000.00000.0 
529768AZUL CLARO     0057000500350000.00000.0 
529802PRETO          0048000500450000.00000.0 
529818VERMELHO       0034000500490000.00000.0 
529825AZUL MARINHO   0043000900210000.00000.0 
529901BRANCO         0002000100080000.00000.0 
529902PRETO          0070001400260000.00000.0 
529918VERMELHO       0053000700500000.00000.0 
529968AZUL CLARO     0074001200360000.00000.0 
530119AZUL           0000000000440000.00000.0 
530167MAGENTA        0000000000470000.00000.0 
530219AZUL           0010001000650000.00000.0 
530267MAGENTA        0004000400630000.00000.0C
530316VERDE          0003000300460000.00000.0 
530317LARANJA        0006000600450000.00000.0 
530419AZUL           0014001100420000.00000.0 
530467MAGENTA        0012001000460000.00000.0C
530605AMARELO        0005000000410000.00000.0 
530616VERDE          0012000000500000.00000.0 
530705AMARELO        0048000100470000.00000.0 
530716VERDE          0018000000530000.00000.0 
531502PRETO          0066000900410000.00000.0 
531518VERMELHO       0066000500450000.00000.0 
531525AZUL MARINHO   0052000700340000.00000.0 
531526AZUL TURQUESA  0001000100050000.00000.0 
531601BRANCO         0006000500090000.00000.0 
531602PRETO          0042000200110000.00000.0 
531618VERMELHO       0058000500490000.00000.0 
531625AZUL MARINHO   0068000600250000.00000.0 
532302PRETO          0035000300470000.00000.0 
532325AZUL MARINHO   0041000700170000.00000.0 
532326AZUL TURQUESA  0000000000040000.00000.0 
532368AZUL CLARO     0042000500470000.00000.0 
533018VERMELHO       0013000100260000.00000.0 
533021CINZA          0005000000370000.00000.0C
533217LARANJA        0013000100310000.00000.0 
533226AZUL TURQUESA  0007000100290000.00000.0C
533802PRETO          0010000300270000.00000.0 
533817LARANJA        0000000000020000.00000.0 
533818VERMELHO       0005000200350000.00000.0C
534202PRETO          0004000400280000.00000.0 
534256AZUL PASTEL    0000000000420000.00000.0 
534302PRETO          0000000000300000.00000.0 
534336VERDE BANDEIRA 0003000300340000.00000.0 
536205AMARELO        0000000000220000.00000.0 
536219AZUL           0000000000240000.00000.0 
536817LARANJA        0011000800460000.00000.0C
536819AZUL           0029001400280000.00000.0 
536919AZUL           0035001800340000.00000.0A
536967MAGENTA        0020001300380000.00000.0A
537202PRETO          0003000300310000.00000.0 
537218VERMELHO       0003000300290000.00000.0 
537221CINZA          0000000000020000.00000.0 
537603PRATA          0023001900470000.00000.0 
537672DOURADO        0014000900860000.00000.0 
538002PRETO          0013001100270000.00000.0 
538022VERDE MUSGO    0003000300280000.00000.0 
538025AZUL MARINHO   0006000500330000.00000.0 
538102PRETO          0001000100000000.00000.0 
538103PRATA          0025001800630000.00000.0 
538172DOURADO        0014000800630000.00000.0 
538503PRATA          0012001200530000.00000.0 
538572DOURADO        0009000800560000.00000.0 
602719AZUL           0000000000000000.00000.0 
602750JEANS CLARO    0000000000000000.00000.0 
602763JEANS NORMAL   0156000300310000.00000.0 
602819AZUL           0000000000000000.00000.0 
602850JEANS CLARO    0000000000000000.00000.0 
602863JEANS NORMAL   0013000000020000.00000.0 
603450JEANS CLARO    0060000000070000.00000.0 
603550JEANS CLARO    0000000000000000.00000.0 
603551JEANS ESCURO   0000000000000000.00000.0 
603563JEANS NORMAL   0014000000070000.00000.0 
603650JEANS CLARO    0000000000000000.00000.0 
603651JEANS ESCURO   0215000000040000.00000.0 
604650JEANS CLARO    0018000000040000.20000.0B
604663JEANS NORMAL   0000000000010000.00000.0A
604902PRETO          0147000100150000.20000.0 
604919AZUL           0000000000000000.00000.0 
604925AZUL MARINHO   0000000000000000.00000.0 
605218VERMELHO       0001000000000000.10000.0 
605277GOIABA         0127000000120000.00000.0 
605302PRETO          0000000000000000.00000.0 
605325AZUL MARINHO   0012000000010000.10000.0 
605329AZUL PETROLEO  0039000000040000.00000.0 
605863JEANS NORMAL   0015000000090000.10000.0 
606103PRATA          0000000000000000.00000.0 
606116VERDE          0000000000000000.00000.0 
606163JEANS NORMAL   0030000000070000.00000.0 
607141VERDE LIMAO    0000000000000000.00000.0 
607163JEANS NORMAL   0196000000150000.00000.0 
607602PRETO          0002000000050000.00000.0 
607604BEGE           0000000000010000.00000.0 
607619AZUL           0000000000010000.00000.0 
607630FERRUGEM       0000000000000000.00000.0 
607662ROXO           0000000000010000.00000.0 
609432CRU            0016000000070000.00000.0 
609650JEANS CLARO    0129000000100000.00000.0 
609651JEANS ESCURO   0000000000000000.00000.0 
609763JEANS NORMAL   0012000000030000.00000.0 
610502PRETO          0012000000020000.00000.0 
610516VERDE          0010000000040000.00000.0 
610604BEGE           0036000000050000.00000.0 
610619AZUL           0000000000000000.00000.0 
610751JEANS ESCURO   0065000100190000.00000.0 
610851JEANS ESCURO   0083000100210000.00000.0 
611251JEANS ESCURO   0020000100200000.00000.0 
611258PRETO MAGENTA  0000000000000000.00000.0 
611304BEGE           0029000000000000.00000.0B
611319AZUL           0070000100060000.00000.0A
611551JEANS ESCURO   0015000000020000.00000.0 
612604BEGE           0119000000020000.00000.0B
612616VERDE          0080000000160000.00000.0A
612619AZUL           0097000100240000.00000.0A
